Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, KB voor II t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,Naam_Begroting,Naam_artikel
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,V,N,14U01,Netwerk,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,2323,2675,2560,2560,2560,2560,2560,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,68.0%,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,U,N,14U01,Netwerk,Opdrachten,Opdrachten,,8332,12718,10303,11833,12316,7383,7382,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,V,N,14U01,Netwerk,Opdrachten,Opdrachten,,7963,12436,11398,11171,12319,7383,7382,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,68.0%,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,U,N,14U01,Netwerk,Subsidies,Subsidies,,1229,793,2166,600,575,575,575,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,V,N,14U01,Netwerk,Subsidies,Subsidies,,0,1341,600,600,575,575,575,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,O,N,14O09,Ontvangsten,,Ontvangsten,,5236,6782,6782,6782,6782,6782,6782,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,68.0%,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,U,N,14U02,Veiligheid,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,670,637,388,388,388,388,388,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,V,N,14U02,Veiligheid,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,670,637,388,388,388,388,388,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,68.0%,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,U,N,14U02,Veiligheid,Opdrachten,Opdrachten,,7054,6514,5313,6735,6920,6912,6910,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,V,N,14U02,Veiligheid,Opdrachten,Opdrachten,,7754,3640,4088,6010,6420,6412,6410,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,68.0%,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,U,N,14U02,Veiligheid,Subsidies,Subsidies,,13121,12183,11313,10538,10513,10513,10513,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,14,n.v.t.,Wegen en verkeersveiligheid,Beleidsartikel,N,Programma,V,N,14U02,Veiligheid,Subsidies,Subsidies,,12608,11883,11288,10513,10513,10513,10513,XII_Infrastructuur en Milieu,14_Wegen en verkeersveiligheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,n.v.t.,OV-keten,Beleidsartikel,N,Programma,O,N,15o09,Ontvangsten,,Ontvangsten,,10,0,0,0,0,0,0,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,70.0%,OV-keten,Beleidsartikel,N,Programma,U,N,15U01,OV-keten,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,995,1014,995,995,995,995,995,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,n.v.t.,OV-keten,Beleidsartikel,N,Programma,V,N,15U01,OV-keten,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,995,1014,995,995,995,995,995,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,70.0%,OV-keten,Beleidsartikel,N,Programma,U,N,15U01,OV-keten,Opdrachten,Opdrachten,,5406,14517,4268,4729,4514,4851,5100,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,n.v.t.,OV-keten,Beleidsartikel,N,Programma,V,N,15U01,OV-keten,Opdrachten,Opdrachten,,2023,14327,4268,4729,4514,4851,5100,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,70.0%,OV-keten,Beleidsartikel,N,Programma,U,N,15U01,OV-keten,Subsidies,Subsidies,,1799,709,758,485,485,485,485,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,15,n.v.t.,OV-keten,Beleidsartikel,N,Programma,V,N,15U01,OV-keten,Subsidies,Subsidies,,0,709,758,485,485,485,485,XII_Infrastructuur en Milieu,15_OV-keten
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,98.0%,Spoor,Beleidsartikel,N,Programma,U,N,16U01,Spoor,Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,69,97,100,100,100,100,100,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,n.v.t.,Spoor,Beleidsartikel,N,Programma,V,N,16U01,Spoor,Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,0,97,100,100,100,100,100,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,98.0%,Spoor,Beleidsartikel,N,Programma,U,N,16U01,Spoor,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,137,74,0,0,0,0,0,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,n.v.t.,Spoor,Beleidsartikel,N,Programma,V,N,16U01,Spoor,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,137,74,0,0,0,0,0,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,98.0%,Spoor,Beleidsartikel,N,Programma,U,N,16U01,Spoor,Opdrachten,Opdrachten,,17651,5481,2339,2359,2830,2575,2575,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,n.v.t.,Spoor,Beleidsartikel,N,Programma,V,N,16U01,Spoor,Opdrachten,Opdrachten,,9848,25003,2339,2359,2830,2575,2575,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,98.0%,Spoor,Beleidsartikel,N,Programma,U,N,16U01,Spoor,Subsidies,Subsidies,,42493,23128,26346,2270,2270,2270,2270,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,16,n.v.t.,Spoor,Beleidsartikel,N,Programma,V,N,16U01,Spoor,Subsidies,Subsidies,,66,3077,17270,2270,2270,2270,2270,XII_Infrastructuur en Milieu,16_Spoor
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,82.0%,Luchtvaart,Beleidsartikel,N,Programma,U,N,17U01,Luchtvaart,Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,1334,1180,1180,1180,1180,1180,1180,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,n.v.t.,Luchtvaart,Beleidsartikel,N,Programma,V,N,17U01,Luchtvaart,Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,4513,165,165,3210,165,165,3210,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,82.0%,Luchtvaart,Beleidsartikel,N,Programma,U,N,17U01,Luchtvaart,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,64,10071,11898,8948,48,48,48,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,n.v.t.,Luchtvaart,Beleidsartikel,N,Programma,V,N,17U01,Luchtvaart,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,64,10071,11898,8948,48,48,48,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,82.0%,Luchtvaart,Beleidsartikel,N,Programma,U,N,17U01,Luchtvaart,Opdrachten,Opdrachten,,17536,21875,10229,14790,14456,10100,10098,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,n.v.t.,Luchtvaart,Beleidsartikel,N,Programma,V,N,17U01,Luchtvaart,Opdrachten,Opdrachten,,19994,8923,8102,13130,12598,10192,10190,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,82.0%,Luchtvaart,Beleidsartikel,N,Programma,U,N,17U01,Luchtvaart,Subsidies,Subsidies,,2862,2515,452,452,452,452,452,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,n.v.t.,Luchtvaart,Beleidsartikel,N,Programma,V,N,17U01,Luchtvaart,Subsidies,Subsidies,,2742,2477,452,452,452,452,452,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,17,n.v.t.,Luchtvaart,Beleidsartikel,N,Programma,O,N,17O09,Ontvangsten,,Ontvangsten,,38863,45258,33109,6828,325,25,25,XII_Infrastructuur en Milieu,17_Luchtvaart
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,n.v.t.,Scheepvaart en havens,Beleidsartikel,N,Programma,O,N,18o09,Ontvangsten,,Ontvangsten,,97,0,0,0,0,0,0,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,70.0%,Scheepvaart en havens,Beleidsartikel,N,Programma,U,N,18U01,Scheepvaart en havens,Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,872,908,1004,956,956,956,956,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,n.v.t.,Scheepvaart en havens,Beleidsartikel,N,Programma,V,N,18U01,Scheepvaart en havens,Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,1214,956,1004,956,956,956,956,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,70.0%,Scheepvaart en havens,Beleidsartikel,N,Programma,U,N,18U01,Scheepvaart en havens,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,1705,1404,1404,1404,1404,1404,1404,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,n.v.t.,Scheepvaart en havens,Beleidsartikel,N,Programma,V,N,18U01,Scheepvaart en havens,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,1705,1404,1404,1404,1404,1404,1404,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,70.0%,Scheepvaart en havens,Beleidsartikel,N,Programma,U,N,18U01,Scheepvaart en havens,Opdrachten,Opdrachten,,2317,2563,2324,2417,2487,2475,2474,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,n.v.t.,Scheepvaart en havens,Beleidsartikel,N,Programma,V,N,18U01,Scheepvaart en havens,Opdrachten,Opdrachten,,2158,2506,2299,2417,2487,2475,2474,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,70.0%,Scheepvaart en havens,Beleidsartikel,N,Programma,U,N,18U01,Scheepvaart en havens,Subsidies,Subsidies,,467,419,0,0,0,0,0,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,18,n.v.t.,Scheepvaart en havens,Beleidsartikel,N,Programma,V,N,18U01,Scheepvaart en havens,Subsidies,Subsidies,,0,79,0,0,0,0,0,XII_Infrastructuur en Milieu,18_Scheepvaart en havens
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,80.0%,Klimaat,Beleidsartikel,N,Programma,U,N,19U02,"Internationaal beleid, coördinatie en samenwerking",Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,3142,3274,2674,2374,2374,2374,2624,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,V,N,19U02,"Internationaal beleid, coördinatie en samenwerking",Bijdragen aan (inter)nationale organisaties ,Bijdrage aan internationale organisaties,,3018,3374,2674,2374,2374,2482,2732,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,80.0%,Klimaat,Beleidsartikel,N,Programma,U,N,19U02,"Internationaal beleid, coördinatie en samenwerking",Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,3258,37092,23913,24610,24241,23793,23790,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,V,N,19U02,"Internationaal beleid, coördinatie en samenwerking",Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,3258,58395,23913,24610,24241,23793,23790,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,80.0%,Klimaat,Beleidsartikel,N,Programma,U,N,19U02,"Internationaal beleid, coördinatie en samenwerking",Opdrachten,Opdrachten,,68834,12803,8204,8997,8555,8810,8816,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,V,N,19U02,"Internationaal beleid, coördinatie en samenwerking",Opdrachten,Opdrachten,,12101,10342,7704,8497,8555,8810,8816,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,80.0%,Klimaat,Beleidsartikel,N,Programma,U,N,19U01,Klimaat,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,9206,11172,10792,10241,9366,8618,8508,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,V,N,19U01,Klimaat,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,8906,11172,10792,10241,9366,8400,8400,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,80.0%,Klimaat,Beleidsartikel,N,Programma,U,N,19U01,Klimaat,Opdrachten,Opdrachten,,876,3718,9032,6525,6970,6458,5567,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,V,N,19U01,Klimaat,Opdrachten,Opdrachten,,346,8626,10808,5583,6970,6568,5567,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,80.0%,Klimaat,Beleidsartikel,N,Programma,U,N,19U01,Klimaat,Subsidies,Subsidies,,1667,3180,5300,0,0,0,0,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,V,N,19U01,Klimaat,Subsidies,Subsidies,,0,5005,0,0,0,0,0,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,19,n.v.t.,Klimaat,Beleidsartikel,N,Programma,O,N,19O09,Ontvangsten,,Ontvangsten,,134567,147000,168000,189000,224000,224000,357000,XII_Infrastructuur en Milieu,19_Klimaat
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,92.0%,Lucht en geluid,Beleidsartikel,N,Programma,U,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Bekostiging,Bekostiging,,1136,1023,874,874,874,874,1141,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,n.v.t.,Lucht en geluid,Beleidsartikel,N,Programma,V,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Bekostiging,Bekostiging,,919,874,874,874,874,874,1141,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,92.0%,Lucht en geluid,Beleidsartikel,N,Programma,U,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,2205,1028,1057,890,759,597,597,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,n.v.t.,Lucht en geluid,Beleidsartikel,N,Programma,V,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,2205,1028,1057,890,759,597,597,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,92.0%,Lucht en geluid,Beleidsartikel,N,Programma,U,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Bijdragen aan medeoverheden ,Bijdrage aan medeoverheden,,63732,22449,25191,22783,22635,27909,26305,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,n.v.t.,Lucht en geluid,Beleidsartikel,N,Programma,V,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Bijdragen aan medeoverheden ,Bijdrage aan medeoverheden,,23066,27942,23941,22783,22635,27909,26305,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,92.0%,Lucht en geluid,Beleidsartikel,N,Programma,U,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Opdrachten,Opdrachten,,7054,6089,7328,5309,5946,5243,5028,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,n.v.t.,Lucht en geluid,Beleidsartikel,N,Programma,V,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Opdrachten,Opdrachten,,1923,12449,2843,2084,5946,5243,5028,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,92.0%,Lucht en geluid,Beleidsartikel,N,Programma,U,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Subsidies,Subsidies,,16819,14471,2000,0,0,0,0,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,n.v.t.,Lucht en geluid,Beleidsartikel,N,Programma,V,N,20U01,Luchtkwaliteit en tegengaan geluidshinder,Subsidies,Subsidies,,55971,1698,-3077,0,0,0,0,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,20,n.v.t.,Lucht en geluid,Beleidsartikel,N,Programma,O,N,20o09,Ontvangsten,,Ontvangsten,,337,0,0,0,0,0,0,XII_Infrastructuur en Milieu,20_Lucht en geluid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,85.0%,Duurzaamheid,Beleidsartikel,N,Programma,U,N,21U01,Afval en duurzaamheidsagenda,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,2890,0,0,0,0,0,0,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,n.v.t.,Duurzaamheid,Beleidsartikel,N,Programma,V,N,21U01,Afval en duurzaamheidsagenda,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,2890,0,0,0,0,0,0,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,85.0%,Duurzaamheid,Beleidsartikel,N,Programma,U,N,21U01,Afval en duurzaamheidsagenda,Opdrachten,Opdrachten,,1762,0,0,0,0,0,0,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,85.0%,Duurzaamheid,Beleidsartikel,N,Programma,U,N,21U01,Afval en duurzaamheidsagenda,Subsidies,Subsidies,,1393,0,0,0,0,0,0,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,n.v.t.,Duurzaamheid,Beleidsartikel,N,Programma,V,N,21U01,Afval en duurzaamheidsagenda,Subsidies,Subsidies,,2001,0,0,0,0,0,0,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,85.0%,Duurzaamheid,Beleidsartikel,N,Programma,U,N,21U04,Duurzaamheidsinstrumentarium,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,0,194,194,194,194,194,194,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,n.v.t.,Duurzaamheid,Beleidsartikel,N,Programma,V,N,21U04,Duurzaamheidsinstrumentarium,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,0,194,194,194,194,194,194,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,85.0%,Duurzaamheid,Beleidsartikel,N,Programma,U,N,21U04,Duurzaamheidsinstrumentarium,Opdrachten,Opdrachten,,0,565,1593,1362,1653,1594,1171,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,n.v.t.,Duurzaamheid,Beleidsartikel,N,Programma,V,N,21U04,Duurzaamheidsinstrumentarium,Opdrachten,Opdrachten,,0,1378,1593,1362,1653,1594,1171,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,85.0%,Duurzaamheid,Beleidsartikel,N,Programma,U,N,21U05,Duurzame productketens,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,0,4995,2600,2600,2600,2600,2600,XII_Infrastructuur en Milieu,21_Duurzaamheid
2015,XII,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuur en Milieu,B,OWB,21,n.v.t.,Duurzaamheid,Beleidsartikel,N,Programma,V,N,21U05,Duurzame productketens,Bijdragen aan agentschappen ,Bijdrage aan agentschappen,,0,4995,2600,2600,2600,2600,2600,XII_Infrastructuur en Milieu,21_Duurzaamheid
