Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, K voor de Koning, KB voor I t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,U,N,,,Opdrachten,Kostenvergoeding Atradius DSB,,"11,678","12,600","12,600","12,600","12,600","12,600","12,600",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,U,J,,,Overige,Overige ,,,58,56,58,55,57,57,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,U,N,,,Overige,Overige uitgaven,,,58,56,58,55,57,57,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,V,J,,,,Verplichtingen,,"-7,294,439","10,616,438","10,616,436","10,616,438","10,616,435","10,616,437","10,616,437",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,V,N,,,,waarvan garantieverplichtingen:,,,,,,,,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,V,N,,,,Exportkredietverzekeringen,,"-7,441,016","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,V,N,,,,Investeringsverzekeringen,,"-51,466","453,780","453,780","453,780","453,780","453,780","453,780",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,5,,Exportkrediet- en investeringsverzekering,beleidsartikel,N,Programma,V,N,,,,MIGA,,,"150,000","150,000","150,000","150,000","150,000","150,000",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,,BTW-compensatiefonds,beleidsartikel,N,Programma,O,J,,,,Ontvangsten,,"2,953,836","2,904,513","2,903,048","2,901,122","2,901,122","2,901,122","2,901,122",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,,BTW-compensatiefonds,beleidsartikel,N,Programma,U,J,,,,Uitgaven,,"2,953,836","2,904,513","2,903,048","2,901,122","2,901,122","2,901,122","2,901,122",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,100%,BTW-compensatiefonds,beleidsartikel,N,Programma,U,N,,,,,,,,,,,,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,,BTW-compensatiefonds,beleidsartikel,N,Programma,U,J,,,Bijdrage aan medeoverheden,Bijdrage aan medeoverheden,,"2,953,836","2,904,513","2,903,048","2,901,122","2,901,122","2,901,122","2,901,122",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,,BTW-compensatiefonds,beleidsartikel,N,Programma,U,N,,,Bijdrage aan medeoverheden, w.v. bijdragen aan gemeenten en kaderwetgebieden,,"2,614,164","2,565,171","2,566,561","2,565,154","2,565,154","2,565,154","2,565,154",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,,BTW-compensatiefonds,beleidsartikel,N,Programma,U,N,,,Bijdrage aan medeoverheden, w.v. bijdragen aan provincies,,"339,672","339,342","336,487","335,968","335,968","335,968","335,968",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,6,,BTW-compensatiefonds,beleidsartikel,N,Programma,V,J,,,,Verplichtingen,,"2,953,836","2,904,513","2,903,048","2,901,122","2,901,122","2,901,122","2,901,122",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,O,J,,,,Ontvangsten,,"13,807","1,800","1,800","1,800","1,800","1,800",,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,O,J,,,,Programma-ontvangsten ,,"13,807","1,800","1,800","1,800","1,800","1,800",,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,O,N,,,,Vervreemding DRZ,,"13,807","1,800","1,800","1,800","1,800","1,800",,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,U,J,,,,Uitgaven,,350,306,306,306,306,306,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,100%,Beheer Materiële Activa,beleidsartikel,N,Programma,U,N,,,,,,,,,,,,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,U,J,,,Opdrachten,Opdrachten,,350,306,306,306,306,306,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,U,N,,,Opdrachten,Beheerskosten DRZ,,350,306,306,306,306,306,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,7,,Beheer Materiële Activa,beleidsartikel,N,Programma,V,J,,,,Verplichtingen,,350,306,306,306,306,306,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,O,J,,,,Ontvangsten,,"38,909","69,622","61,018","62,747","60,779","60,965","60,965",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,J,,,,Uitgaven,,"202,238","244,188","242,985","237,076","233,493","233,618","233,620",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,J,,,Personele Uitgaven,Personeel Kerndepartement,,"137,774","153,359","149,912","144,931","142,907","142,908","142,908",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,N,,,Personele Uitgaven,Eigen personeel,,"128,629","146,565","143,584","139,070","137,178","137,178","137,178",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,N,,,Personele Uitgaven,Inhuur externen,,"8,844","5,985","5,527","5,300","5,183","5,183","5,183",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,N,,,Personele Uitgaven,Overig personeel,,301,809,801,561,546,547,547,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,J,,,Materiële Uitgaven,Materieel Kerndepartement,,"64,464","90,829","93,073","92,145","90,586","90,710","90,712",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,N,,,Materiële Uitgaven,  waarvan ICT ,,"7,714","11,977","9,631","9,361","8,876","8,878","8,899",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,N,,,Materiële Uitgaven,  waarvan bijdrage aan SSO's,,"38,790","43,107","43,181","43,291","43,159","43,277","43,208",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,U,N,,,Materiële Uitgaven,  waarvan overig materieel,,"17,960","35,745","40,261","39,493","38,551","38,555","38,605",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,8,,Centraal Apparaat,niet beleidsartikel,N,Apparaat,V,J,,,,Verplichtingen,,"205,091","244,188","242,985","237,076","233,493","233,618","233,620",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,10,,Nominaal en Onvoorzien,niet beleidsartikel,N,Niet toebedeeld,O,J,,,,Ontvangsten,,,,,,,,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,10,,Nominaal en Onvoorzien,niet beleidsartikel,N,Niet toebedeeld,U,J,,,,Uitgaven,,,472,"63,539","126,522","132,832","157,151","139,942",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,10,,Nominaal en Onvoorzien,niet beleidsartikel,N,Niet toebedeeld,U,N,,,,Onvoorzien,,,429,"63,499","126,481","132,791","157,110","139,901",,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,10,,Nominaal en Onvoorzien,niet beleidsartikel,N,Niet toebedeeld,U,N,,,,Loonbijstelling,,,16,16,16,16,16,16,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,10,,Nominaal en Onvoorzien,niet beleidsartikel,N,Niet toebedeeld,U,N,,,,Prijsbijstelling,,,27,24,25,25,25,25,,
2016,IXB,J.R.V.A. Dijsselbloem,Financiën en Nationale Schuld,B,OWB,10,,Nominaal en Onvoorzien,niet beleidsartikel,N,Niet toebedeeld,V,J,,,,Verplichtingen,,,472,"63,539","126,522","132,832","157,151","139,942",,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,V,J,,,,,,263764,301477,367889,318389,318389,318388,318388,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,0%,Inzet,Beleidsartikel,N,Niet toegedeeld,U,J,,,,,,,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,U,J,,,,,,252576,301477,367889,318389,318389,318388,318388,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,U,N,,,Opdrachten,#NAME?,,228517,292251,364800,315300,315300,315300,315300,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,U,N,,,Opdrachten,#NAME?,,1939,3126,3089,3089,3089,3088,3088,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,U,N,,,Opdrachten,#NAME?,,22120,6100,0,0,0,0,0,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,O,J,,,,Programma ontvangsten,,11645,6707,26774,32207,6707,6707,6707,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,O,N,,,,#NAME?,,8293,6707,26774,32207,6707,6707,6707,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,1,,Inzet,Beleidsartikel,N,Programma,O,N,,,,#NAME?,,3352,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Niet toegedeeld,V,J,,,,,,750869,714995,689550,684177,674286,674158,676368,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,75%,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,736193,714995,689550,684177,674286,674158,676368,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Programma,U,J,,,Opdrachten,Opdracht Gereedstelling en instandhouding Commando ZSK,,133877,133015,125054,120173,116360,116275,117339,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,20576,21498,15957,15951,11307,11296,11291,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,,,4684,4498,4498,4498,4498,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Programma,U,J,,,Bijdrage aan agentschappen,#NAME?,,16204,16798,12981,12981,12981,12981,12981,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,97097,94719,96116,91241,92072,91998,93067,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,,,,602316,581980,564496,564004,557926,557883,559029,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,Personele uitgaven,,,534497,521519,502604,503275,497602,498089,498690,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,531846,515619,502604,503275,497602,498089,498690,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,2651,5900,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,Materiële uitgaven,,,67819,60461,61892,60729,60324,59794,60339,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,3308,3165,2657,2656,2656,2656,2655,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,57594,53968,59235,58073,57668,57138,57684,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,6917,3328,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,2,,Taakuitvoering Zeestrijdkrachten,Beleidsartikel,J,Apparaat,O,J,,,,Apparaats ontvangsten,,19714,19951,19951,19951,19951,19951,19951,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Niet toegedeeld,V,J,,,,,,1290862,1162607,1137980,1125045,1117259,1116346,1111648,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,80%,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,1203245,1162607,1137980,1125045,1117259,1116346,1111648,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Programma,U,J,,,Opdrachten,Opdracht Gereedstelling en instandhouding Commando LAS,,139710,155505,161402,151366,151046,148228,148078,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,49031,54730,47613,47607,47606,47606,47606,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,,,11251,10806,10806,10806,10806,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,90679,100775,113789,103759,103440,100622,100472,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,,,,1063535,1007102,976578,973679,966213,968118,963570,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,Personele uitgaven,,,986631,931031,896581,894089,884810,885576,886477,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,982136,922946,896581,894089,884810,885576,886477,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,4495,8085,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,Materiële uitgaven,,,76904,76071,79997,79590,81403,82542,77093,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,67753,66215,79997,79590,81403,82542,77093,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,9151,9856,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,3,,Taakuitvoering Landstrijdkrachten,Beleidsartikel,J,Apparaat,O,J,,,,Apparaats ontvangsten,,21691,20523,20523,20523,20523,20523,20523,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Niet toegedeeld,V,J,,,,,,704621,689574,633799,633609,631473,623416,621628,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,78%,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,653271,689574,633799,633609,631473,623416,621628,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Programma,U,J,,,Opdrachten,Opdracht Gereedstelling en instandhouding Commando LSK,,147339,174013,153559,155368,158568,149879,151804,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,9562,13570,13244,13239,13229,13272,13272,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,,,2265,2175,2175,2175,2175,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,137777,160443,140315,142129,145339,136607,138532,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,,,,505932,515561,480240,478241,472905,473537,469824,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,Personele uitgaven,,,413109,393827,378538,377339,377438,376457,374349,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,409385,386327,377538,376339,377438,376457,374349,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,3724,7500,1000,1000,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,J,,,Materiële uitgaven,,,92823,121734,101702,100902,95467,97080,95475,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,88967,120710,101702,100902,95467,97080,95475,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,3856,1024,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,4,,Taakuitvoering Luchtstrijdkrachten,Beleidsartikel,J,Apparaat,O,J,,,,Apparaats ontvangsten,,13052,15759,15759,15759,15759,15759,15759,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Niet toegedeeld,V,J,,,,,,337665,322233,319517,323890,319724,320102,320097,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,91%,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Niet toegedeeld,U,J,,,,,,333990,322233,319517,323890,319724,320102,320097,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Programma,U,J,,,Opdrachten,Opdracht Inzet KMAR,,1617,1671,2014,2364,2364,2364,2364,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Programma,U,N,,,Opdrachten,#NAME?,,1617,1671,2014,2364,2364,2364,2364,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,J,,,,,,332373,320562,317503,321526,317360,317738,317733,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,J,,,Personele uitgaven,,,"297,663","285,172","287,371","292,126","288,160","288,531","288,531",,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,"297,383","283,912","272,851","272,606","268,640","269,011","269,011",,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,#NAME?,,280,1260,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,J,,,Materiële uitgaven,,,34710,35390,30132,29400,29200,29207,29202,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,33957,35001,29026,28338,28138,28145,28140,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,#NAME?,,753,389,1106,1062,1062,1062,1062,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,5,,Taakuitvoering Koninklijke Marechaussee,Beleidsartikel,J,Apparaat,O,J,,,,Apparaats ontvangsten,,6529,4590,4590,4590,4590,4590,4590,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,V,J,,,,,,996956,1290659,1479879,1739620,1777060,1871537,1752571,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,V,N,,,Opdrachten,Opdracht Voorzien in nieuw materieel,,531601,873128,1092306,1260426,1412145,1599687,1479587,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,V,N,,,Opdrachten,Opdracht Voorzien in infrastructuur,,316794,206095,145000,208878,149487,105829,129507,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,V,N,,,Opdrachten,Opdracht Voorzien in ICT,,55017,109876,157105,185069,130177,80770,58226,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,V,N,,,Opdrachten,Bekostiging Wetenschappelijk onderzoek,,55229,60005,57175,56954,56957,56957,56957,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,V,N,,,Opdrachten,Bijdrage aan de NAVO,,38315,41555,28293,28293,28294,28294,28294,,
2016,,,,,,6,74%,Investeringen Krijgsmacht,Beleidsartikel,J,Programma,U,J,,,,,,,,,,,,,,
2016,X,J. A. Hennis-Plasschaert,Defensie,B,OWB,6,,Investeringen Krijgsmacht,Beleidsartikel,N,Programma,U,J,,,,,,1065480,1217256,1446203,1737320,1774760,1866337,1732509,,
