Begrotingsjaar,Begroting,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, KB voor II t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel.,"Programma, apparaat en nominaal en onvoorzien",V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel Ja/Nee,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument,",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Humanistisch vormend en godsdienstonderwijs,"10,442","10,130",10130,"10,130","10,130","10,130","10,130",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Overig,"43,001","65,936",66565,"70,728","70,870","70,870","70,895",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan agentschappen,,Dienst Uitvoering Onderwijs,"33,902","26,158",23951,"23,025","23,008","23,001","23,004",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,Stichting Vervangingsfonds en Participatiefonds¹,"15,229","20,758",5275,"5,062","5,062","5,062","5,059",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,Stichting Vervangingsfonds/ Bedrijfsgezondheid,"8,040",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,UWV,"1,911","2,363",2361,"2,338","2,338","2,338","2,338",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Gemeentelijk onderwijsachterstandenbeleid,"261,750","261,750",266750,"321,750","326,750","316,750","316,750",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Aanvulling GOA convenant G37,"95,000","95,000",95000,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Verhoging taalniveau pedagogisch medewerkers kleine gemeenten ²,"4,700","4,700",5000,"5,000",0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,1,,Primair Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan sociale fondsen,,Brede Scholen,0,24,10923,"10,923","10,923","10,923","10,923",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,V,N,,,Verplichtingen,Waarvan garantieverplichtingen,,"21,057","33,124",0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging voortgezet onderwijs lumpsum (*),"6,557,349","6,716,007",6692878,"6,692,338","6,631,620","6,547,726","6,475,356",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging lichte ondersteuning (*),"592,409","617,062",617333,"613,427","606,754","598,127","591,400",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging Caribisch Nederland,"15,741","15,514",12601,"12,615","12,601","12,601","12,601",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Regeling prestatiebox voortgezet onderwijs,"176,884","201,295",257824,"268,856","268,887","268,901","268,901",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Regeling IGVO (Internationaal Georiënteerd Voortgezet Onderwijs),"3,120","3,540",3562,"3,574","3,563","3,555","3,538",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,"Regeling leerplusarrangement, (maatwerk) nieuwkomers en eerste opvang vreemdelingen","96,578","129,906",128649,"98,649","84,149","78,649","78,649",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Regeling bekostiging kenniscentra voor leerwerktrajecten vmbo,0,250,250,250,250,250,250,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Regeling functiemix VO Randstadregio's,"61,158","61,386",61386,"61,386","61,386","61,386","61,386",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Resultaatafhankelijke bekostiging,0,"17,100",17100,"17,100","17,100","17,100","17,100",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,vsv voor vo-scholen,0,0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,"Stichting Kennisnet (basissubsidie) PO, VO, MBO","12,000","12,000",12000,"12,000","12,000","12,000","12,000",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,ICT-projecten (incl. transparantie),700,"2,513",7400,"5,000","5,000","5,000","5,000",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Beter presteren (Scholen aan Zet en Platform Beta en Techniek),0,"1,114",0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Onderwijs Bewijs,942,474,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Regionale verwijzingscommissies VO¹,"7,103",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Pilots zomerscholen²,"4,501","8,895",9000,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Overige projecten,"32,527","33,098",24665,"22,958","23,578","23,685","24,150",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Opdrachten,,In- en uitbesteding,"2,360","1,775",1991,"2,297","2,263","2,328","2,353",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan agentschappen,,Dienst Uitvoering Onderwijs,"31,192","30,437",27401,"26,607","26,586","26,577","26,381",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,ZBO: College voor Toetsen en Examens,"11,052","8,692",6248,"6,098","5,448","5,448","5,448",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,SLOA: onderwijs ondersteunende instellingen PO/VO/BVE (incl. examens),"56,909","52,387",39401,"37,612","38,260","38,260","38,260",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,,0,8000,8000,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Uitwerkingsakkoord VNG,0,8000,8000,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,3,,Voortgezet Onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdragen (inter)nationale organisaties,,GRAZ (ECML) en PISA,91,240,251,251,251,251,251,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,V,N,,,Verplichtingen,Waarvan garantieverplichtingen,,"34,560","5,812",0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging roc's/overige regelingen,"3,268,662","3,195,672",3140259,"3,163,992","3,158,549","3,166,282","3,142,774",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging kbb's,"46,012",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging Caribisch Nederland,"6,600","9,129",6933,"6,933","6,933","6,933","7,050",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging vavo,"60,037","61,190",61040,"61,040","61,040","61,040","61,040",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Investeringbudget,"187,449","189,100",183600,"191,600","191,600","191,600","191,600",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Resultaatafhankelijk budget,"26,637","139,600",199720,"198,736","198,736","198,736","198,736",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Schoolmaatschappelijk werk in het mbo,"13,939","15,000",15000,"15,000","15,000","15,000","15,000",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Regionaal Investeringsfonds,"11,218","18,152",22810,"43,445","37,700","31,856","24,400",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Salarismix Randstadregio's,0,"42,400",42300,"42,300","42,300","42,300","42,300",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Regionaal Programma,0,0,30400,"30,400","30,400","30,400","30,400",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Plusvoorzieningen overbelaste jongeren en wijkscholen,"30,400","30,400",0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Programmagelden Regio's,"19,150","19,150",0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Convenanten met RMC-regio's,"16,620",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Subsidieregeling praktijkleren,"188,825","196,500",196500,"196,500","196,500","196,500","196,500",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Permanent Leren,0,0,0,"82,320","82,320","82,320","82,320",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Actieplan Laaggeletterdheid/Tel mee met Taal,"3,930","10,750",10750,"10,750","7,000","7,000","7,000",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Pilots laaggeletterdheid,"5,000",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Loopbaanorientatie,"1,700","1,300",1800,"1,300","1,300","1,300","1,300",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,ROC Leiden,0,"32,458",7017,525,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Sectorplan mbo-hbo techniek,0,82,1585,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Overige subsidies,"29,584","31,616",72638,"54,354","45,467","44,506","48,537",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Opdrachten,,In- en uitbesteding,"3,644","3,794",2232,"2,252","2,252","2,311","2,311",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Opdrachten,,Caribisch Nederland¹,"13,707",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan agentschappen,,Dienst Uitvoering Onderwijs,"17,372","27,252",19595,"19,004","18,891","18,886","18,889",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan agentschappen,,Rijksdienst voor Ondernemend Nederland,"3,819","2,500",2500,"2,500","2,500","2,500","2,500",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,College voor Toetsen en Examens,0,315,4365,"4,365","4,365","4,365","4,365",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,Wet SLOA,0,205,9760,"8,604","8,698","8,198","8,198",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,SBB,"20,833","3,960",50420,"50,220","50,020","50,020","50,020",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,RMC's,"32,550","33,350",33297,"33,296","33,300","33,300","33,300",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Educatie,"56,700","57,790",57650,"57,650","57,650","57,650","57,650",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Caribisch Nederland1,"1,514","15,617",23185,"18,760","18,760","3,540","2,849",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,4,,Beroepsonderwijs en volwasseneneducatie,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan mede-overheden,,Regionaal Programma,0,0,21850,21850,19200,19200,19200,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,V,N,,,Verplichtingen,Waarvan garantieverplichtingen,,"25,983","16,500",0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Onderwijsdeel hbo 1,"2,507,785","2,508,004",2478219,"2,546,221","2,520,708","2,538,718","2,634,560",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Deel ontwerp en ontwikkeling,"70,046","71,018",70806,"70,806","70,812","70,812","70,812",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging flexibel hoger onderwijs voor volwassenen (Leven Lang Leren),0,"8,296",13130,"16,830","19,130","17,030","9,930",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging postinitiële masteropleidingen hbo,169,"1,484",1484,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,"Onderwijskwaliteit en studiesucces, en profilering","178,130","189,668",197330,"205,394","213,368","218,672","218,672",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Regeling stimulering Bèta/techniek,"2,758","4,289",1601,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Overig,"1,040","1,307",701,379,153,153,153,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Opdrachten,,Uitbesteding 2,271,0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan agentschappen,,Dienst Uitvoering Onderwijs,"17,613","17,471",14027,"13,552","13,542","13,537","13,539",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,NWO: Praktijkgericht onderzoek hbo,"28,696","29,477",28134,"31,134","28,134","28,134","28,134",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,NWO: Promotiebeurs voor leraren,"2,400","2,949",5630,"8,833","8,935","9,754","9,754",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,Nederlands-Vlaamse Accreditatieorganisatie (NVAO)3,0,"3,816",3288,"3,168","3,168","3,168","3,168",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,6,,Hoger beroepsonderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdragen (inter)nationale organisaties,,Stichting Studiekeuze 1234,"2,191",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,V,N,,,Verplichtingen,Waarvan garantieverplichtingen,,0,0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Onderwijsdeel wo 1,"1,675,277","1,732,842",1711404,"1,747,381","1,744,543","1,777,761","1,863,861",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Onderzoeksdeel wo,"1,750,117","1,772,372",1762280,"1,761,836","1,761,937","1,761,935","1,761,935",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Deel ondersteuning geneeskundig onderwijs en onderzoek,"617,567","654,582",657553,"643,202","644,707","646,361","647,900",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,Bekostiging flexibel hoger onderwijs voor volwassenen (Leven Lang Leren),0,0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bekostiging,,"Onderwijskwaliteit en studiesucces, en profilering","135,660","145,183",152045,"159,179","166,200","170,873","170,873",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Subsidieregeling Sirius programma,"1,726",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Subsidieregeling Libertas Noodfonds,265,0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Open en online onderwijs,860,"1,000",1000,"1,000","1,000","1,000","1,000",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Overig,"1,858","2,071",1954,"2,166","2,288","2,288","2,288",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Opdrachten,-,Uitbesteding2,"1,374","2,711",1803,"1,835","1,635","1,649","1,477",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdrage aan ZBO's/RWT's,,Nederlands-Vlaamse Accreditatieorganisatie (NVAO)3,"4,032",0,0,0,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,7,,Wetenschappelijk onderwijs,Beleidsartikel,N,Programma,U,N,,,Bijdragen (inter)nationale organisaties,,Organisaties conform tabel 6.64,"21,647","24,369",22110,"22,110","22,110","22,110","22,110",
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,8,,Internationaal beleid,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Duitsland Instituut Amsterdam (DIA),724,612,612,612,612,612,612,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,8,,Internationaal beleid,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Netherlands house for Education and Research (Neth-ER),600,600,600,600,0,0,0,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,8,,Internationaal beleid,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Incidentele subsidies voor het uitwisselen van cultuur,135,364,172,172,172,172,172,
2017,VIII,J. Bussemaker,"Onderwijs, Cultuur en Wetenschap",B,OWB,8,,Internationaal beleid,Beleidsartikel,N,Programma,U,N,,,Subsidies,,Overige incidentele subsidies,100,178,189,114,113,113,113,
