Begrotingsjaar,Valuta,eenheid,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie,Url
2014,Euro,x1000,U,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",44,Vrede en veiligheid voor ontwikkeling,685469,692469,494667,575169,572894,
2014,Euro,x1000,V,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",44,Vrede en veiligheid voor ontwikkeling,792569,799569,632200,677659,567816,
2014,Euro,x1000,O,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",45,Versterkte kaders voor ontwikkeling,86715,86715,86715,106715,126712,
2014,Euro,x1000,U,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",45,Versterkte kaders voor ontwikkeling,79011,79011,120507,186057,285068,
2014,Euro,x1000,V,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",45,Versterkte kaders voor ontwikkeling,425637,425637,217552,418185,260520,
2014,Euro,x1000,O,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",-,TOTAAL,96030,96030,96030,110160,131844,
2014,Euro,x1000,U,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",-,TOTAAL,2795676,2795676,2672945,2723256,2813131,
2014,Euro,x1000,V,"XVII, Buitenlandse Handel & Ontwikkelingssamenwerking",-,TOTAAL,3367959,3367959,3080165,4121085,2403053,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",11,Woningmarkt,471230,471230,490330,490330,496935,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",11,Woningmarkt,3031676,3031676,3141754,3140838,3404536,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",11,Woningmarkt,3101815,3101815,3211893,3189729,3382465,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",12,Woonomgeving en bouw,91,91,91,91,305,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",12,Woonomgeving en bouw,176384,176384,183650,151672,90136,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",12,Woonomgeving en bouw,176364,176364,183630,310552,118601,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",13,Kwaliteit Rijksdienst,250,250,7228,7740,8207,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",13,Kwaliteit Rijksdienst,17896,17896,27906,31520,30006,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",13,Kwaliteit Rijksdienst,17896,17896,27906,31520,32104,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",14,Uitvoering Rijkshuisvesting,0,0,0,0,0,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",14,Uitvoering Rijkshuisvesting,0,0,0,0,0,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",14,Uitvoering Rijkshuisvesting,0,0,0,0,0,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",15,Beheer materiële activa,0,0,0,0,0,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",15,Beheer materiële activa,0,0,0,0,0,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",15,Beheer materiële activa,0,0,0,0,0,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",16,Uitvoering rijksvastgoedbeleid,116841,116841,121811,145437,148547,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",16,Uitvoering rijksvastgoedbeleid,144826,144826,154884,161360,162415,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",16,Uitvoering rijksvastgoedbeleid,144826,144826,154884,161360,163108,
2014,Euro,x1000,O,"XVIII, Wonen en Rijksdienst",-,TOTAAL,588412,588412,619460,643598,653994,
2014,Euro,x1000,U,"XVIII, Wonen en Rijksdienst",-,TOTAAL,3370782,3370782,3508194,3485390,3687093,
2014,Euro,x1000,V,"XVIII, Wonen en Rijksdienst",-,TOTAAL,3440901,3440901,3578313,3693161,3696278,
2015,Euro,x1000,O,A,12,Hoofdwegennet,533.670,533.670,663.899,623.450,592.926,
2015,Euro,x1000,U,A,12,Hoofdwegennet,2.293.979,2.293.979,2.164.500,2.386.805,2.393.669,
2015,Euro,x1000,V,A,12,Hoofdwegennet,2.211.002,2.211.002,3.164.510,2.312.423,2.108.154,
2015,Euro,x1000,O,A,13,Spoorwegen,232.720,232.720,268.890,241.880,240.852,
2015,Euro,x1000,U,A,13,Spoorwegen,2.387.881,2.387.881,2.541.847,2.056.096,1.999.985,
2015,Euro,x1000,V,A,13,Spoorwegen,1.733.921,1.733.921,2.158.221,3.083.460,2.727.356,
2015,Euro,x1000,O,A,14,"Regionaal, lokale infra",0,0,-610,0,844,
2015,Euro,x1000,U,A,14,"Regionaal, lokale infra",181.447,181.447,182.314,135.474,134.964,
2015,Euro,x1000,V,A,14,"Regionaal, lokale infra",67.024,67.024,439.051,6.721,2.994,
2015,Euro,x1000,O,A,15,Hoofdvaarwegennet,26.980,26.980,214.036,210.229,213.179,
2015,Euro,x1000,U,A,15,Hoofdvaarwegennet,883.428,883.428,896.642,893.888,871.615,
2015,Euro,x1000,V,A,15,Hoofdvaarwegennet,825.542,825.542,1.506.840,1.798.274,1.660.126,
2015,Euro,x1000,O,A,17,Megaprojecten Verkeer en Vervoer,40.347,40.347,46.279,33.389,32.932,
2015,Euro,x1000,U,A,17,Megaprojecten Verkeer en Vervoer,143.740,143.740,186.659,116.054,82.329,
2015,Euro,x1000,V,A,17,Megaprojecten Verkeer en Vervoer,96.890,96.890,179.934,194.942,168.273,
2015,Euro,x1000,O,A,18,Overige uitgaven en ontvangsten,0,0,24.165,24.165,24.166,
2015,Euro,x1000,U,A,18,Overige uitgaven en ontvangsten,272.602,272.602,243.530,238.793,235.889,
2015,Euro,x1000,V,A,18,Overige uitgaven en ontvangsten,271.880,271.880,228.947,230.402,227.281,
2015,Euro,x1000,O,A,19,Bijdrage andere begrotingen Rijk,5.329.360,5.329.360,4.998.833,4.819.997,4.821.159,
2015,Euro,x1000,U,A,19,Bijdrage andere begrotingen Rijk,0,0,0,0,0,
2015,Euro,x1000,V,A,19,Bijdrage andere begrotingen Rijk,0,0,0,0,0,
2015,Euro,x1000,O,A,-,TOTAAL,6163077,6.163.077,6.215.492,5.953.110,5.926.058,
2015,Euro,x1000,U,A,-,TOTAAL,6163077,6.163.077,6.215.492,5.827.110,5.718.451,
2015,Euro,x1000,V,A,-,TOTAAL,5206259,5.206.259,7.677.503,7.626.222,6.894.184,
2015,Euro,x1000,O,B,2,Apparaat,0,0,0,107,107,
2015,Euro,x1000,U,B,2,Apparaat,61.080,61.080,78.214,89.010,87.541,
2015,Euro,x1000,V,B,2,Apparaat,61.080,61.080,78.214,89.010,86.987,
2015,Euro,x1000,O,B,3,Programma,0,0,0,0,0,
2015,Euro,x1000,U,B,3,Programma,16.925.175,16.965.175,16.703.113,17.050.464,17.011.527,
2015,Euro,x1000,V,B,3,Programma,16.925.175,16.965.175,16.681.753,17.029.104,17.030.484,
2015,Euro,x1000,O,B,4,Integratie-uitkering sociaal Domein,0,0,0,0,0,
2015,Euro,x1000,U,B,4,Integratie-uitkering sociaal Domein,10.286.466,10.286.466,10.153.512,10.168.422,10.168.117,
2015,Euro,x1000,V,B,4,Integratie-uitkering sociaal Domein,10.286.466,10.286.466,10.153.512,10.168.422,10.168.422,
2015,Euro,x1000,O,B,-,TOTAAL,0,0,0,107,107,
2015,Euro,x1000,U,B,-,TOTAAL,27272721,27.312.721,26.934.839,27.307.896,27.267.185,
2015,Euro,x1000,V,B,-,TOTAAL,27272721,27.312.721,26.913.479,27.286.536,27.285.893,
2015,Euro,x1000,O,I,1,Uitkering leden Koninklijk Huis,0,0,0,0,0,
2015,Euro,x1000,U,I,1,Uitkering leden Koninklijk Huis,7.659,7.659,7.659,7.702,7.741,
2015,Euro,x1000,V,I,1,Uitkering leden Koninklijk Huis,7.659,7.659,7.659,7.702,7.741,
2015,Euro,x1000,O,I,2,Functionele uitgaven van de Koning,0,0,0,0,0,
2015,Euro,x1000,U,I,2,Functionele uitgaven van de Koning,26.826,26.826,26.929,27.554,27.554,
2015,Euro,x1000,V,I,2,Functionele uitgaven van de Koning,26.826,26.826,26.929,27.554,27.554,
2015,Euro,x1000,O,I,3,Doorbelaste uitgaven van andere begrotingen,0,0,57,57,58,
2015,Euro,x1000,U,I,3,Doorbelaste uitgaven van andere begrotingen,5.600,5.600,5.730,5.774,5.726,
2015,Euro,x1000,V,I,3,Doorbelaste uitgaven van andere begrotingen,5.600,5.600,5.730,5.774,5.726,
2015,Euro,x1000,O,I,-,TOTAAL,0,0,57,57,58,
2015,Euro,x1000,U,I,-,TOTAAL,40085,40.085,40.318,41.030,41.021,
2015,Euro,x1000,V,I,-,TOTAAL,40085,40.085,40.318,41.030,41.021,
2015,Euro,x1000,O,IIA,1,Wetgeving en controle Eerste Kamer,79,79,79,130,213,
2015,Euro,x1000,U,IIA,1,Wetgeving en controle Eerste Kamer,11.670,11.670,12.383,12.501,11.017,
2015,Euro,x1000,V,IIA,1,Wetgeving en controle Eerste Kamer,11.670,11.670,12.383,12.501,11.047,
2015,Euro,x1000,O,IIA,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,86,86,86,51,
2015,Euro,x1000,U,IIA,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29.232,29.232,29.232,29.624,28.178,
2015,Euro,x1000,V,IIA,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,29.232,29.232,29.232,29.624,28.227,
2015,Euro,x1000,O,IIA,3,Wetgeving en controle Tweede Kamer,4.966,4.966,4.966,4.966,5.845,
2015,Euro,x1000,U,IIA,3,Wetgeving en controle Tweede Kamer,96.115,96.115,101.560,101.308,100.615,
2015,Euro,x1000,V,IIA,3,Wetgeving en controle Tweede Kamer,96.115,96.115,101.560,101.308,100.320,
2015,Euro,x1000,O,IIA,4,Wetgeving en controle Eerste en Tweede Kamer,23,23,23,23,0,
2015,Euro,x1000,U,IIA,4,Wetgeving en controle Eerste en Tweede Kamer,1.493,1.493,1.493,1.497,1.357,
2015,Euro,x1000,V,IIA,4,Wetgeving en controle Eerste en Tweede Kamer,1.493,1.493,1.493,1.497,944,
2015,Euro,x1000,O,IIA,10,Nominaal en onvoorzien,0,0,0,0,0,
2015,Euro,x1000,U,IIA,10,Nominaal en onvoorzien,-1.573,-1.573,-980,-1.573,0,
2015,Euro,x1000,V,IIA,10,Nominaal en onvoorzien,-1.573,-1.573,-980,-1.573,0,
2015,Euro,x1000,O,IIA,-,TOTAAL,5154,5.154,5.154,5.205,6.109,
2015,Euro,x1000,U,IIA,-,TOTAAL,136937,136.937,143.688,143.357,141.167,
2015,Euro,x1000,V,IIA,-,TOTAAL,136937,136.937,143.688,143.357,140.538,
2015,Euro,x1000,O,IIB,1,Raad van State,1.950,1.950,1.996,2.246,2.017,
2015,Euro,x1000,U,IIB,1,Raad van State,59.034,59.034,59.530,58.916,59.502,
2015,Euro,x1000,V,IIB,1,Raad van State,59.034,59.034,59.530,58.916,59.570,
2015,Euro,x1000,O,IIB,2,Algemene Rekenkamer,1.217,1.217,1.217,1.217,1.137,
2015,Euro,x1000,U,IIB,2,Algemene Rekenkamer,28.750,28.750,28.697,28.802,28.714,
2015,Euro,x1000,V,IIB,2,Algemene Rekenkamer,28.750,28.750,28.697,28.802,28.531,
2015,Euro,x1000,O,IIB,3,De Nationale Ombudsman,2.189,2.189,2.189,3.370,3.192,
2015,Euro,x1000,U,IIB,3,De Nationale Ombudsman,15.461,15.461,15.604,16.635,17.016,
2015,Euro,x1000,V,IIB,3,De Nationale Ombudsman,15.461,15.461,15.604,16.635,17.674,
2015,Euro,x1000,O,IIB,4,Kanselarij der Nederlandse Orden,29,29,29,29,241,
2015,Euro,x1000,U,IIB,4,Kanselarij der Nederlandse Orden,3.975,3.975,4.814,4.361,4.170,
2015,Euro,x1000,V,IIB,4,Kanselarij der Nederlandse Orden,3.975,3.975,4.814,4.361,3.933,
2015,Euro,x1000,O,IIB,6,Kabinet van de Gouverneur van Aruba,60,60,60,60,66,
2015,Euro,x1000,U,IIB,6,Kabinet van de Gouverneur van Aruba,1.795,1.795,1.813,1.981,2.000,
2015,Euro,x1000,V,IIB,6,Kabinet van de Gouverneur van Aruba,1.795,1.795,1.813,1.981,2.000,
2015,Euro,x1000,O,IIB,7,Kabinet van de Gouverneur van Curaçao,200,200,200,200,106,
2015,Euro,x1000,U,IIB,7,Kabinet van de Gouverneur van Curaçao,2.735,2.735,2.763,3.040,3.497,
2015,Euro,x1000,V,IIB,7,Kabinet van de Gouverneur van Curaçao,2.735,2.735,2.763,3.040,3.196,
2015,Euro,x1000,O,IIB,8,Kabinet van de Gouverneur van Sint Maarten,50,50,50,50,67,
2015,Euro,x1000,U,IIB,8,Kabinet van de Gouverneur van Sint Maarten,2.058,2.058,2.078,2.098,2.365,
2015,Euro,x1000,V,IIB,8,Kabinet van de Gouverneur van Sint Maarten,2.058,2.058,2.078,2.098,2.338,
2015,Euro,x1000,O,IIB,10,Nominaal en onvoorzien,0,0,0,0,0,
2015,Euro,x1000,U,IIB,10,Nominaal en onvoorzien,0,0,461,0,0,
2015,Euro,x1000,V,IIB,10,Nominaal en onvoorzien,0,0,461,0,0,
2015,Euro,x1000,O,IIB,-,TOTAAL,5695,5.695,5.741,7.172,6.826,
2015,Euro,x1000,U,IIB,-,TOTAAL,113808,113.808,115.760,115.833,117.264,
2015,Euro,x1000,V,IIB,-,TOTAAL,113808,113.808,115.760,115.833,117.242,
2015,Euro,x1000,O,III,1,Bevorderen eenheid regeringsbeleid,4.295,4.295,4.688,4.879,4.307,
2015,Euro,x1000,U,III,1,Bevorderen eenheid regeringsbeleid,59.429,59.429,61.638,58.228,56.962,
2015,Euro,x1000,V,III,1,Bevorderen eenheid regeringsbeleid,59.429,59.429,61.638,58.228,50.736,
2015,Euro,x1000,O,III,4,Kabinet van de Koning,2.338,2.338,2.369,2.388,2.355,
2015,Euro,x1000,U,III,4,Kabinet van de Koning,2.338,2.338,2.369,2.388,2.354,
2015,Euro,x1000,V,III,4,Kabinet van de Koning,2.338,2.338,2.369,2.388,2.354,
2015,Euro,x1000,O,III,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,0,0,0,0,70,
2015,Euro,x1000,U,III,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1.078,1.078,1.083,1.242,1.272,
2015,Euro,x1000,V,III,5,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1.078,1.078,1.083,1.242,1.272,
2015,Euro,x1000,O,III,-,TOTAAL,6633,6.633,7.057,7.267,6.732,
2015,Euro,x1000,U,III,-,TOTAAL,62845,62.845,65.090,61.858,60.588,
2015,Euro,x1000,V,III,-,TOTAAL,62845,62.845,65.090,61.858,54.362,
2015,Euro,x1000,O,IV,1,Waarborgfunctie,4.857,4.857,4.857,5.357,5.192,
2015,Euro,x1000,U,IV,1,Waarborgfunctie,61.553,61.553,62.430,65.313,65.475,
2015,Euro,x1000,V,IV,1,Waarborgfunctie,61.553,61.553,62.430,65.313,26.754,
2015,Euro,x1000,O,IV,2,Bevord.autonomie Koninkrijkspartners,31.618,34.618,43.718,43.718,50.589,
2015,Euro,x1000,U,IV,2,Bevord.autonomie Koninkrijkspartners,196.552,199.552,329.533,325.230,344.415,
2015,Euro,x1000,V,IV,2,Bevord.autonomie Koninkrijkspartners,27.435,30.435,160.416,156.113,179.435,
2015,Euro,x1000,O,IV,3,Nominaal en onvoorzien,0,0,0,0,0,
2015,Euro,x1000,U,IV,3,Nominaal en onvoorzien,803,803,986,0,0,
2015,Euro,x1000,V,IV,3,Nominaal en onvoorzien,803,803,986,0,0,
2015,Euro,x1000,O,IV,-,TOTAAL,36475,39.475,48.575,49.075,55.781,
2015,Euro,x1000,U,IV,-,TOTAAL,258908,261.908,392.949,390.543,409.890,
2015,Euro,x1000,V,IV,-,TOTAAL,89791,92.791,223.832,221.426,206.189,
2015,Euro,x1000,O,IXA,1,Financiering staatsschuld,55.363.913,55.363.913,53.183.246,52.626.759,52.877.933,
2015,Euro,x1000,U,IXA,1,Financiering staatsschuld,50.473.791,50.473.791,48.895.511,54.550.928,60.778.747,
2015,Euro,x1000,V,IXA,1,Financiering staatsschuld,50.473.791,50.473.791,48.895.511,54.550.928,60.778.747,
2015,Euro,x1000,O,IXA,2,Kasbeheer,2.732.262,2.732.262,2.985.514,10.141.765,11.615.978,
2015,Euro,x1000,U,IXA,2,Kasbeheer,4.358.796,4.358.796,3.310.726,7.467.037,6.205.165,
2015,Euro,x1000,V,IXA,2,Kasbeheer,4.358.796,4.358.796,3.310.726,7.467.037,6.205.164,
2015,Euro,x1000,O,IXA,-,TOTAAL,58096175,58.096.175,56.168.760,62.768.524,64.493.911,
2015,Euro,x1000,U,IXA,-,TOTAAL,54832587,54.832.587,52.206.237,62.017.965,66.983.912,
2015,Euro,x1000,V,IXA,-,TOTAAL,54832587,54.832.587,52.206.237,62.017.965,66.983.911,
2015,Euro,x1000,O,IXB,1,Belastingen,997.220,997.220,920.263,832.272,849.467,
2015,Euro,x1000,U,IXB,1,Belastingen,3.222.131,3.222.131,3.297.269,3.200.462,3.202.076,
2015,Euro,x1000,V,IXB,1,Belastingen,3.222.131,3.222.131,3.297.269,3.200.462,3.271.300,
2015,Euro,x1000,O,IXB,2,Financiele Markten,12.515,12.515,18.003,73.927,80.674,
2015,Euro,x1000,U,IXB,2,Financiele Markten,21.500,21.500,25.307,21.385,17.286,
2015,Euro,x1000,V,IXB,2,Financiele Markten,21.500,21.500,-4.228.792,-4.214.714,-4.225.045,
2015,Euro,x1000,O,IXB,3,Financ. act. Publiek-Private sector,2.929.491,2.929.491,2.324.861,7.022.683,7.518.712,
2015,Euro,x1000,U,IXB,3,Financ. act. Publiek-Private sector,19.314,19.314,28.898,1.144.228,1.137.790,
2015,Euro,x1000,V,IXB,3,Financ. act. Publiek-Private sector,19.314,19.314,28.898,2.742.278,1.760.839,
2015,Euro,x1000,O,IXB,4,Internationale Fin. Betrekkingen,24.579,24.579,25.244,19.497,18.702,
2015,Euro,x1000,U,IXB,4,Internationale Fin. Betrekkingen,384.077,384.077,384.253,463.977,356.416,
2015,Euro,x1000,V,IXB,4,Internationale Fin. Betrekkingen,290.606,290.606,1.209.391,1.286.115,3.729.791,
2015,Euro,x1000,O,IXB,5,Exportkrediet- en investeringsverzekering,103.250,103.250,193.250,218.350,236.691,
2015,Euro,x1000,U,IXB,5,Exportkrediet- en investeringsverzekering,88.058,88.058,88.058,113.158,130.837,
2015,Euro,x1000,V,IXB,5,Exportkrediet- en investeringsverzekering,10.616.438,10.616.438,10.616.438,10.616.438,2.475.497,
2015,Euro,x1000,O,IXB,6,BTW-Compensatiefonds,0,0,0,0,0,
2015,Euro,x1000,U,IXB,6,BTW-Compensatiefonds,2.901.122,2.901.122,2.901.122,2.862.444,2.870.250,
2015,Euro,x1000,V,IXB,6,BTW-Compensatiefonds,2.901.122,2.901.122,2.901.122,2.862.444,2.870.250,
2015,Euro,x1000,O,IXB,7,Beheer materiele activa,1.800,1.800,1.800,1.800,2,
2015,Euro,x1000,U,IXB,7,Beheer materiele activa,306,306,306,306,0,
2015,Euro,x1000,V,IXB,7,Beheer materiele activa,306,306,306,306,0,
2015,Euro,x1000,O,IXB,10,Nominaal en onvoorzien,0,0,0,0,0,
2015,Euro,x1000,U,IXB,10,Nominaal en onvoorzien,50.043,50.043,13.716,472,0,
2015,Euro,x1000,V,IXB,10,Nominaal en onvoorzien,50.043,50.043,13.716,472,0,
2015,Euro,x1000,O,IXB,21,Centraal Apparaat,55.903,55.903,72.422,64.635,69.490,
2015,Euro,x1000,U,IXB,21,Centraal Apparaat,236.162,236.162,245.318,237.741,229.684,
2015,Euro,x1000,V,IXB,21,Centraal Apparaat,236.162,236.162,245.318,237.691,231.903,
2015,Euro,x1000,O,IXB,-,TOTAAL,4124758,4.124.758,3.555.843,8.233.164,8.773.738,
2015,Euro,x1000,U,IXB,-,TOTAAL,6922713,6.922.713,6.984.247,8.044.173,7.944.339,
2015,Euro,x1000,V,IXB,-,TOTAAL,17357622,17.357.622,14.083.666,16.731.492,10.114.535,
2015,Euro,x1000,O,J,1,Uitkering leden Koninklijk Huis,0,0,0,0,0,
2015,Euro,x1000,U,J,1,Uitkering leden Koninklijk Huis,7.659,7.659,7.659,7.702,7.741,
2015,Euro,x1000,O,J,2,Functionele uitgaven van de Koning,0,0,0,0,0,
2015,Euro,x1000,U,J,2,Functionele uitgaven van de Koning,26.826,26.826,26.929,27.554,27.554,
2015,Euro,x1000,O,J,3,Doorbelaste uitgaven van andere begrotingen,0,0,57,57,58,
2015,Euro,x1000,U,J,3,Doorbelaste uitgaven van andere begrotingen,5.600,5.600,5.730,5.774,5.726,
2015,Euro,x1000,O,J,-,TOTAAL,0,0,57,57,58,
2015,Euro,x1000,U,J,-,TOTAAL,40085,40.085,40.318,41.030,41.021,
2015,Euro,miljoen,O,Rijk,-,TOTAAL,86958,"86.962,80","83.931,20","94.188,40","96.975,30",
2015,Euro,miljoen,U,Rijk,-,TOTAAL,229365,"229.459,30","228.801,80","241.335,10","246.227,00",
2015,Euro,miljoen,V,Rijk,-,TOTAAL,208066,"208.170,40","205.862,50","230.831,20","222.394,50",
2015,Euro,miljoen,O,Rijk,A,Infrastructuurfonds,"6.163,10","6.163,10","6.215,50","5.953,10","5.926,10",
2015,Euro,miljoen,U,Rijk,A,Infrastructuurfonds,"6.163,10","6.163,10","6.215,50","5.827,10","5.718,50",
2015,Euro,miljoen,V,Rijk,A,Infrastructuurfonds,"5.206,30","5.206,30","7.677,50","7.626,20","6.894,20",
2015,Euro,miljoen,O,Rijk,B,Gemeentefonds,0,0,0,"0,1","0,1",
2015,Euro,miljoen,U,Rijk,B,Gemeentefonds,"27.272,70","27.312,70","26.934,80","27.307,90","27.267,20",
2015,Euro,miljoen,V,Rijk,B,Gemeentefonds,"27.272,70","27.312,70","26.913,50","27.286,50","27.285,90",
2015,Euro,miljoen,O,Rijk,C,Provinciefonds,0,0,0,0,0,
2015,Euro,miljoen,U,Rijk,C,Provinciefonds,"952,2","952,2","1.003,10","1.114,60","1.114,50",
2015,Euro,miljoen,V,Rijk,C,Provinciefonds,"952,2","952,2","1.003,20","1.114,70","1.114,50",
2015,Euro,miljoen,O,Rijk,F,Diergezondheidsfonds,"21,9","21,9","42,8","62,4","46,5",
2015,Euro,miljoen,U,Rijk,F,Diergezondheidsfonds,"21,9","21,9","42,8","62,4","46,5",
2015,Euro,miljoen,V,Rijk,F,Diergezondheidsfonds,"21,9","21,9","42,8","62,4","46,5",
2015,Euro,miljoen,O,Rijk,H,BES-fonds,0,0,0,0,0,
2015,Euro,miljoen,U,Rijk,H,BES-fonds,"31,9","31,9","33,6","42,5","46,6",
2015,Euro,miljoen,V,Rijk,H,BES-fonds,"31,9","31,9","33,6","42,5","46,9",
2015,Euro,miljoen,O,Rijk,I,De Koning,0,0,"0,1","0,1","0,1",
2015,Euro,miljoen,U,Rijk,I,De Koning,"40,1","40,1","40,3",41,41,
2015,Euro,miljoen,V,Rijk,I,De Koning,"40,1","40,1","40,3",41,41,
2015,Euro,miljoen,O,Rijk,IIA,Staten-Generaal,"5,2","5,2","5,2","5,2","6,1",
2015,Euro,miljoen,U,Rijk,IIA,Staten-Generaal,"136,9","136,9","143,7","143,4","141,2",
2015,Euro,miljoen,V,Rijk,IIA,Staten-Generaal,"136,9","136,9","143,7","143,4","140,5",
2015,Euro,miljoen,O,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,"5,7","5,7","5,7","7,2","6,8",
2015,Euro,miljoen,U,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,"113,8","113,8","115,8","115,8","117,3",
2015,Euro,miljoen,V,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,"113,8","113,8","115,8","115,8","117,2",
2015,Euro,miljoen,O,Rijk,III,Algemene Zaken,"6,6","6,6","7,1","7,3","6,7",
2015,Euro,miljoen,U,Rijk,III,Algemene Zaken,"62,8","62,8","65,1","61,9","60,6",
2015,Euro,miljoen,V,Rijk,III,Algemene Zaken,"62,8","62,8","65,1","61,9","54,4",
2015,Euro,miljoen,O,Rijk,IV,Koninkrijksrelaties,"36,5","39,5","48,6","49,1","55,8",
2015,Euro,miljoen,U,Rijk,IV,Koninkrijksrelaties,"258,9","261,9","392,9","390,5","409,9",
2015,Euro,miljoen,V,Rijk,IV,Koninkrijksrelaties,"89,8","92,8","223,8","221,4","206,2",
2015,Euro,miljoen,O,Rijk,IXA,Nationale Schuld (Transactiebasis),"58.096,20","58.096,20","56.168,80","62.768,50","64.493,90",
2015,Euro,miljoen,U,Rijk,IXA,Nationale Schuld (Transactiebasis),"54.832,60","54.832,60","52.206,20","62.018,00","66.983,90",
2015,Euro,miljoen,V,Rijk,IXA,Nationale Schuld (Transactiebasis),"54.832,60","54.832,60","52.206,20","62.018,00","66.983,90",
2015,Euro,miljoen,O,Rijk,IXB,Financien,"4.124,80","4.124,80","3.555,80","8.233,20","8.773,70",
2015,Euro,miljoen,U,Rijk,IXB,Financien,"6.922,70","6.922,70","6.984,20","8.044,20","7.944,30",
2015,Euro,miljoen,V,Rijk,IXB,Financien,"17.357,60","17.357,60","14.083,70","16.731,50","10.114,50",
2015,Euro,miljoen,O,Rijk,J,Deltafonds,"1.374,60","1.374,60","1.246,80","1.221,20","1.224,80",
2015,Euro,miljoen,U,Rijk,J,Deltafonds,"1.374,60","1.374,60","1.246,80","1.171,20","1.165,50",
2015,Euro,miljoen,V,Rijk,J,Deltafonds,"1.501,70","1.501,70","1.259,60","1.021,00","826,6",
2015,Euro,miljoen,O,Rijk,V,Buitenlandse Zaken,"476,6","476,6","739,6","824,8","812,5",
2015,Euro,miljoen,U,Rijk,V,Buitenlandse Zaken,"7.874,50","7.874,50","9.314,10","10.349,00","10.231,50",
2015,Euro,miljoen,V,Rijk,V,Buitenlandse Zaken,"9.041,20","9.041,20","9.025,50","10.112,80","10.079,60",
2015,Euro,miljoen,O,Rijk,VI,Veiligheid en Justitie,"1.424,20","1.424,20","1.473,70","1.389,10","1.377,10",
2015,Euro,miljoen,U,Rijk,VI,Veiligheid en Justitie,"11.437,40","11.437,40","12.214,20","12.729,00","12.718,10",
2015,Euro,miljoen,V,Rijk,VI,Veiligheid en Justitie,"11.421,90","11.421,90","12.198,70","12.713,40","12.830,90",
2015,Euro,miljoen,O,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,"757,4","757,4","920,3",884,"884,2",
2015,Euro,miljoen,U,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,"634,1","634,1","746,1","801,6","798,4",
2015,Euro,miljoen,V,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,"633,2","633,2","745,1",803,"916,6",
2015,Euro,miljoen,O,Rijk,VIII,"Onderwijs, Cultuur en Wetenschap","1.256,70","1.256,70","1.274,60","1.265,40","1.271,70",
2015,Euro,miljoen,U,Rijk,VIII,"Onderwijs, Cultuur en Wetenschap","36.042,10","36.032,10","36.168,60","36.354,00","36.269,70",
2015,Euro,miljoen,V,Rijk,VIII,"Onderwijs, Cultuur en Wetenschap",0,0,0,0,0,
2015,Euro,miljoen,O,Rijk,X,Defensie,"323,1","323,1","358,9",412,435,
2015,Euro,miljoen,U,Rijk,X,Defensie,"8.000,40","8.000,40","7.993,80","7.758,10","7.815,80",
2015,Euro,miljoen,V,Rijk,X,Defensie,"8.148,00","8.148,00","8.067,20","8.690,10","9.053,10",
