"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam beleidsartikel","Financieel Instrument","Uitsplitsing Bijdrage","Ontvanger","Realisatie (*1000) per bijdrage"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Bunschoten","6,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Cromstrijen","67,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Den Bosch","9,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Den Haag","2079,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Den Helder","12,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Den Helder","14,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Dordrecht","14,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Ede","36,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Eijsden Margraten","42,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Eindhoven","250,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Elburg","17,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Elburg","18,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Elburg","83,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Franekerdeel","91,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Geertruidenberg","17,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Geertruidenberg","95,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Geldermalsen","3,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Geldermalsen","2,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Geldermalsen","15,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Giessenlanden","8,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Giessenlanden","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Gorichem","47,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Groningen","10,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Groningen","120,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Haarlem","98,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Halderberge","6,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Halderberge","95,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Haren","370,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Heerlen","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Heerlen","13,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Heeze-Leende","164,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Heeze-Leende","1576,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Helmond","12,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Helmond","19,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Helmond","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Helmond","204,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Helmond","21,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hengelo","7,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hillegom","79,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hilversum","83,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hilversum","507,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hof Van Twente","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hof Van Twente","64,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Kapelle","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Katwijk","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Katwijk","45,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Katwijk","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Korendijk","5,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Korendijk","95,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Langedijk","202,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Langedijk","351,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Lansingerland","454,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Leerdam","9,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Leeuwarden","38,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Leiden","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Leudal","58,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Loon Op Zand","24,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Loon Op Zand","147,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Maastricht","9,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Meerssen","286,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Middelburg","20,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Middelburg","89,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Molenwaard","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Molenwaard","5,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Nijmegen","279,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Nijmegen","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Noordoostpolder","36,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Nuenen","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Nuenen","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Oirschot","36,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Oud-Beijerland","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Overbetuwe","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Overbetuwe","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Overbetuwe","8,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Papendrecht","4,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Pijnacker-Nootdorp","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Rhenen","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Ridderkerk","57,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Roosendaal","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Roosendaal","67,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Rotterdam","3,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Rotterdam","855,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Sint Anthonis","4,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Sint Michielsgestel","145,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Sint-Michielsgestel","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Sliedrecht","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Someren","619,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Staphorst","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Steenwijkerland","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Tilburg","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Tytsjerksteradiel","71,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Utrecht","61,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Venlo","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Venray","4,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Vlaardingen","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Westland","6,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Weststellingwerf","49,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Wolden","6,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Woudenberg","4,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Woudenberg","95,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zaanstad","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zaanstad","13,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zaanstad","69,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zaanstad","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zaltbommel","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zederik","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zeist","75,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zutphen","57,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeentekantoor Pijnacker","32,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Milieudienst Ijmond","78,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Milieudienst Ijmond","108,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Midden-Holland","62,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Regio Arnhem","29,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Regio Arnhem","120,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Regio Utrecht","4,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Regio Utrecht","134,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Regio Utrecht","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst Regio Utrecht","24,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Omgevingsdienst West-Holland","17,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Prorail","17,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Prorail","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Prorail","9,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Prorail","30,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Prorail","14,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Prorail","7,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Overijssel","360,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Overijssel","484,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Overijssel","360,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Overijssel","1404,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Royal Haskoning Dhv Nederland","57,00"
"2014","XII","Infrastructuur en Milieu","22.03.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Het Interprovinciaal Overleg","63,00"
"2014","XII","Infrastructuur en Milieu","22.03.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Het Interprovinciaal Overleg","312,00"
"2014","XII","Infrastructuur en Milieu","22.03.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Het Interprovinciaal Overleg","261,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Bestuur Regio Utrecht (Bru)","97097,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Crow, Kennisplatform Voor","3612,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Noord-Holland Prov","87686,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Drenthe","28950,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Flevoland","36836,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Fryslan","47297,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Gelderland","81445,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Groningen","66937,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Limburg","73345,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Noord-Brabant","107752,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Overijssel","35259,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provincie Zeeland","42119,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Provinciehuis Zuid Holland","98131,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Regio Twente","40937,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Sre Samenwerkregio Eindhoven","48052,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Stadsgewest Haaglanden","223673,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Stadsregio Amsterdam","413587,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Stadsregio Arnhem Nijmegen","82434,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Stadsregio Rotterdam","313840,00"
"2014","XII","Infrastructuur en Milieu","25.01.04","Brede Doeluitkering","Bijdrage aan medeoverheden","Specifiek uitkering","Utrecht Prov","60803,00"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Coll. Van B&W Eindhoven","13775,00"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Dordrecht","2100,04"
