"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam artikel","Kostensoort","Realisatie (*Eu 1000)"
2014,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","Vergoedingen voor inbesteding personeel","86,96"
2014,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","Verwerven en afstoten","57,63"
2014,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","Wagenpark","30,08"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Aan externe partij uitbestede ICT-dienstverlening.","192,85"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Aanleg, Beheer en Onderhoud infrastructuur","1242,22"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Aanschaf Hardware","799,87"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Aanschaf programmatuur & software","682,15"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Accountancy, financiën en administratieve organisatie","120,81"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Advisering en eventueel explorerend onderzoek","83,62"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Advisering opdrachtgevers over automatiseringsvraagstukken","11552,67"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Afvalzorgmanagement","15,06"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","440,14"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Bankdiensten","961,55"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Beheer & Onderhoud hardware ","1594,57"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Beheer, Onderhoud programmatuur & Software","5015,08"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Benodigdheden en hulpmiddelen","4134,27"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Bijdrage SSO","30375,23"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Bovenwettelijke uitkering, wachtgelden","2550,46"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Communicatieadvisering","6,70"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Consumptieve diensten","2038,86"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Diversen communicatie","126,49"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Documentmanagement Documentontwikkeling en -verwerking","1531,94"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Functioneel leeftijdsontslag","149,07"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Gebruik en onderhoud gebouw en terreinen","1571,20"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Gratificaties","-2260,12"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Inrichting van Gebouwen","1048,45"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Instroom, doorstroom en uitstroom van personeel","34,75"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Interim–management","242,94"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Juridisch advies","2272,79"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Landsadvocaat","113,38"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","3911,06"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Organisatie- en formatieadvies","2879,90"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Pensioenpremies","39049,01"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Personeelsevenementen, - bijeenkomsten en recepties","74,12"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Post-, Koeriers- en transportdiensten","5891,98"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Reis- en Verblijfkosten","3407,31"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Relatiegeschenken (niet voor eigen personeel)","563,80"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Representatie voor eigen personeel","60,36"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Risicobeheersen","1510,69"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Salaris, vakantie- en eindejaarsuitkering","255484,69"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Schoonmaken","1683,02"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Sociale lasten en bijdrage zorgverzekeringswet","28879,38"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Spraak en Data Verbindingen","2723,87"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Studie en opleiding","6716,81"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Toelagen, toeslagen en vergoedingen","5644,37"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Tolken en vertalers op grond van wettelijke taken","113,05"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Uitbesteden accountancy en financiën","75,29"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Uitbesteden beleidsadvies- en onderzoeksopdrachten","1302,21"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Uitbesteden organisatie- en formatieadviesopdrachten","21793,56"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Uitzendkrachten","9437,50"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Vakliteratuur, abonnementen en overige informatie","967,64"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Verblijf extern ","554,62"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Verbruik van energie en water","1840,50"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Vergoedingen voor inbesteding personeel","-5860,38"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Verhuiskosten (binnen- en buitenland)","35,03"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Verhuizen","523,71"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Verwerven en afstoten","21747,53"
2014,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Wagenpark","4827,78"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Aanleg, Beheer en Onderhoud infrastructuur","8,05"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Aanschaf Hardware","38,74"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Aanschaf programmatuur & software","135,99"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Accountancy, financiën en administratieve organisatie","44,70"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Advisering opdrachtgevers over automatiseringsvraagstukken","2793,34"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","420,35"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Bankdiensten","1,54"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Beheer & Onderhoud hardware ","346,22"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Beheer, Onderhoud programmatuur & Software","1352,61"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Benodigdheden en hulpmiddelen","244,67"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Bijdrage SSO","17502,55"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Communicatieadvisering","8,69"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Consumptieve diensten","538,35"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Diversen communicatie","67,34"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Documentmanagement Documentontwikkeling en -verwerking","458,83"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Functioneel leeftijdsontslag","1788,75"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Gebruik en onderhoud gebouw en terreinen","429,87"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Gratificaties","-80,48"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Inrichting van Gebouwen","273,74"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Instroom, doorstroom en uitstroom van personeel","38,87"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Interim–management","25,45"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Juridisch advies","51,26"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Landsadvocaat","4,11"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","1314,42"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Organisatie- en formatieadvies","324,74"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Pensioenpremies","14153,69"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Personeelsevenementen, - bijeenkomsten en recepties","103,31"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Post-, Koeriers- en transportdiensten","574,81"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Reis- en Verblijfkosten","1311,89"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Relatiegeschenken (niet voor eigen personeel)","55,39"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Representatie voor eigen personeel","14,45"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Risicobeheersen","391,72"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Salaris, vakantie- en eindejaarsuitkering","94802,17"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Schoonmaken","941,69"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Sociale lasten en bijdrage zorgverzekeringswet","12286,29"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Spraak en Data Verbindingen","1265,20"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Studie en opleiding","1842,95"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Toelagen, toeslagen en vergoedingen","1733,00"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Tolken en vertalers op grond van wettelijke taken","612,86"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Uitbesteden beleidsadvies- en onderzoeksopdrachten","40,85"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Uitzendkrachten","5695,88"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Vakliteratuur, abonnementen en overige informatie","97,87"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Verblijf extern ","93,00"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Verbruik van energie en water","451,42"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Vergoedingen voor inbesteding personeel ","1375,56"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Verhuiskosten (binnen- en buitenland)","6,80"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Verhuizen","126,34"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Verwerven en afstoten","2732,04"
2014,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","Wagenpark","336,94"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Aan externe partij uitbestede ICT-dienstverlening.","1782,83"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Aanleg, Beheer en Onderhoud infrastructuur","1438,67"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Aanschaf Hardware","1751,94"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Aanschaf programmatuur & software","2816,34"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Accountancy, financiën en administratieve organisatie","1651,77"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Advisering en eventueel explorerend onderzoek","431,52"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Advisering opdrachtgevers over automatiseringsvraagstukken","13554,83"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Afvalzorgmanagement","2,28"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","368,68"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Bankdiensten","564,27"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Beheer & Onderhoud hardware ","817,57"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Beheer, Onderhoud programmatuur & Software","5824,84"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Benodigdheden en hulpmiddelen","341,74"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Bijdrage SSO","153406,82"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Communicatieadvisering","354,67"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Consumptieve diensten","165,73"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Diversen communicatie","575,11"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Documentmanagement Documentontwikkeling en -verwerking","265,58"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Functioneel leeftijdsontslag","2067,84"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Gebruik en onderhoud gebouw en terreinen","565,53"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Gratificaties","55,63"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Inrichting van Gebouwen","70,82"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Instroom, doorstroom en uitstroom van personeel","59,81"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Interim–management","615,33"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Juridisch advies","447,48"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Landsadvocaat","1084,33"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2679,36"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Organisatie- en formatieadvies","1933,51"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Pensioenpremies","20983,37"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Personeelsevenementen, - bijeenkomsten en recepties","154,00"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Post-, Koeriers- en transportdiensten","624,63"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Reis- en Verblijfkosten","3622,49"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Relatiegeschenken (niet voor eigen personeel)","824,55"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Representatie voor eigen personeel","26,06"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Risicobeheersen","358,40"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Salaris, vakantie- en eindejaarsuitkering","163580,33"
2014,"VI","Ministerie van Veiligheid en Justitie",91,"Apparaat kerndepartement","Schoonmaken","93,80"
